DateTime,temp1,temp2
2015-03-24 11:42:00,17.87,-11.47
2015-03-24 11:43:00,17.87,-11.471666666666668
2015-03-24 11:44:00,17.38,-11.473333333333333
2015-03-24 11:45:00,17.38,-11.475
2015-03-24 11:46:00,17.38,-11.476666666666667
2015-03-24 11:47:00,16.89,-11.478333333333333
2015-03-24 11:48:00,17.38,-11.48
2015-03-24 11:49:00,17.87,-11.481666666666667
2015-03-24 11:50:00,16.89,-11.483333333333334
2015-03-24 11:51:00,17.38,-11.485
2015-03-24 11:52:00,17.38,-11.486666666666666
2015-03-24 11:53:00,17.38,-11.488333333333333
2015-03-24 11:54:00,17.38,-11.49
2015-03-24 11:55:00,17.38,-11.491666666666667
2015-03-24 11:56:00,17.87,-11.493333333333334
2015-03-24 11:57:00,17.38,-11.495
2015-03-24 11:58:00,17.38,-11.496666666666666
2015-03-24 11:59:00,17.87,-11.498333333333333
2015-03-24 12:00:00,17.87,-11.5
2015-03-24 12:01:00,17.87,-11.465
2015-03-24 12:02:00,17.38,-11.43
2015-03-24 12:03:00,17.87,-11.395
2015-03-24 12:04:00,17.38,-11.36
2015-03-24 12:05:00,17.38,-11.325
2015-03-24 12:06:00,17.38,-11.29
2015-03-24 12:07:00,17.38,-11.255
2015-03-24 12:08:00,17.38,-11.22
2015-03-24 12:09:00,17.38,-11.185
2015-03-24 12:10:00,17.38,-11.15
2015-03-24 12:11:00,17.38,-11.115
2015-03-24 12:12:00,17.38,-11.08
2015-03-24 12:13:00,17.38,-11.045
2015-03-24 12:14:00,16.41,-11.01
2015-03-24 12:15:00,16.89,-10.975
2015-03-24 12:16:00,16.89,-10.94
2015-03-24 12:17:00,16.89,-10.905
2015-03-24 12:18:00,17.38,-10.870000000000001
